IP,SLOT,PORT,VLAN,ID_PORT
172.28.113.78,17,6,"2687,,717",12104019-75983304
172.28.113.78,17,7,"2687,,717",12104019-75983305
172.28.113.78,17,8,"2687,,717",12104019-75983306
172.28.113.79,2,1,"2688,,730",12103706-75981371
172.28.113.79,2,2,"2688,,730",12103706-75981373
172.28.113.79,2,3,"2688,,730",12103706-75981375
172.28.113.79,2,4,"2688,,730",12103706-75981377
172.28.113.79,2,5,"2688,,730",12103706-75981379
172.28.113.79,2,6,"2688,,730",12103706-75981381
172.28.113.79,2,7,"2688,,730",12103706-75981383
172.28.113.79,2,8,"2688,,730",12103706-75981385
172.28.113.79,3,1,"2688,,730",12103723-75981515
172.28.113.79,3,2,"2688,,730",12103723-75981516
172.28.113.79,3,3,"2688,,730",12103723-75981517
172.28.113.79,3,4,"2688,,730",12103723-75981518
172.28.113.79,3,5,"2688,,730",12103723-75981519
172.28.113.79,3,6,"2688,,730",12103723-75981520
172.28.113.79,3,7,"2688,,730",12103723-75981521
172.28.113.79,3,8,"2688,,730",12103723-75981522
172.28.113.79,4,1,"2688,,730",12103739-75981667
172.28.113.79,4,2,"2688,,730",12103739-75981668
172.28.113.79,4,3,"2688,,730",12103739-75981669
172.28.113.79,4,4,"2688,,730",12103739-75981670
172.28.113.79,4,5,"2688,,730",12103739-75981671
172.28.113.79,4,6,"2688,,730",12103739-75981672
172.28.113.79,4,7,"2688,,730",12103739-75981673
172.28.113.79,4,8,"2688,,730",12103739-75981674
172.28.113.79,5,1,"2688,,730",12103767-75981841
172.28.113.79,5,2,"2688,,730",12103767-75981842
172.28.113.79,5,3,"2688,,730",12103767-75981843
172.28.113.79,5,4,"2688,,730",12103767-75981844
172.28.113.79,5,5,"2688,,730",12103767-75981845
172.28.113.79,5,6,"2688,,730",12103767-75981846
172.28.113.79,5,7,"2688,,730",12103767-75981847
172.28.113.79,5,8,"2688,,730",12103767-75981848
172.28.113.79,6,1,"2688,,730",12103783-75981933
172.28.113.79,6,2,"2688,,730",12103783-75981934
172.28.113.79,6,3,"2688,,730",12103783-75981935
172.28.113.79,6,4,"2688,,730",12103783-75981936
172.28.113.79,6,5,"2688,,730",12103783-75981937
172.28.113.79,6,6,"2688,,730",12103783-75981938
172.28.113.79,6,7,"2688,,730",12103783-75981939
172.28.113.79,6,8,"2688,,730",12103783-75981940
172.28.113.79,7,1,"2688,,730",12103803-75982021
172.28.113.79,7,2,"2688,,730",12103803-75982022
172.28.113.79,7,3,"2688,,730",12103803-75982023
172.28.113.79,7,4,"2688,,730",12103803-75982024
172.28.113.79,7,5,"2688,,730",12103803-75982025
172.28.113.79,7,6,"2688,,730",12103803-75982026
172.28.113.79,7,7,"2688,,730",12103803-75982027
172.28.113.79,7,8,"2688,,730",12103803-75982028
172.28.113.79,8,1,"2688,,730",12103820-75982121
172.28.113.79,8,2,"2688,,730",12103820-75982122
172.28.113.79,8,3,"2688,,730",12103820-75982123
172.28.113.79,8,4,"2688,,730",12103820-75982124
172.28.113.79,8,5,"2688,,730",12103820-75982125
172.28.113.79,8,6,"2688,,730",12103820-75982126
172.28.113.79,8,7,"2688,,730",12103820-75982127
172.28.113.79,8,8,"2688,,730",12103820-75982128
172.28.113.79,9,1,"2688,,730",12103835-75982277
172.28.113.79,9,2,"2688,,730",12103835-75982278
172.28.113.79,9,3,"2688,,730",12103835-75982279
172.28.113.79,9,4,"2688,,730",12103835-75982280
172.28.113.79,9,5,"2688,,730",12103835-75982281
172.28.113.79,9,6,"2688,,730",12103835-75982282
172.28.113.79,9,7,"2688,,730",12103835-75982283
172.28.113.79,9,8,"2688,,730",12103835-75982284
172.28.113.79,12,1,"2688,,730",12103873-75982392
172.28.113.79,12,2,"2688,,730",12103873-75982393
172.28.113.79,12,3,"2688,,730",12103873-75982394
172.28.113.79,12,4,"2688,,730",12103873-75982395
172.28.113.79,12,5,"2688,,730",12103873-75982396
172.28.113.79,12,6,"2688,,730",12103873-75982397
172.28.113.79,12,7,"2688,,730",12103873-75982398
172.28.113.79,12,8,"2688,,730",12103873-75982399
172.28.113.79,13,1,"2688,,730",12103885-75982480
172.28.113.79,13,2,"2688,,730",12103885-75982481
172.28.113.79,13,3,"2688,,730",12103885-75982482
172.28.113.79,13,4,"2688,,730",12103885-75982483
172.28.113.79,13,5,"2688,,730",12103885-75982484
172.28.113.79,13,6,"2688,,730",12103885-75982485
172.28.113.79,13,7,"2688,,730",12103885-75982486
172.28.113.79,13,8,"2688,,730",12103885-75982487
172.28.113.79,14,1,"2688,,730",12103896-75982564
172.28.113.79,14,2,"2688,,730",12103896-75982565
172.28.113.79,14,3,"2688,,730",12103896-75982566
172.28.113.79,14,4,"2688,,730",12103896-75982567
172.28.113.79,14,5,"2688,,730",12103896-75982568
172.28.113.79,14,6,"2688,,730",12103896-75982569
172.28.113.79,14,7,"2688,,730",12103896-75982570
172.28.113.79,14,8,"2688,,730",12103896-75982571
172.28.113.79,15,1,"2688,,730",12103906-75982644
172.28.113.79,15,2,"2688,,730",12103906-75982645
172.28.113.79,15,3,"2688,,730",12103906-75982646
172.28.113.79,15,4,"2688,,730",12103906-75982647
172.28.113.79,15,5,"2688,,730",12103906-75982648
172.28.113.79,15,6,"2688,,730",12103906-75982649
172.28.113.79,15,7,"2688,,730",12103906-75982650
172.28.113.79,15,8,"2688,,730",12103906-75982651
172.28.113.79,16,1,"2688,,730",12103916-75982724
172.28.113.79,16,2,"2688,,730",12103916-75982725
172.28.113.79,16,3,"2688,,730",12103916-75982726
172.28.113.79,16,4,"2688,,730",12103916-75982727
172.28.113.79,16,5,"2688,,730",12103916-75982728
172.28.113.79,16,6,"2688,,730",12103916-75982729
172.28.113.79,16,7,"2688,,730",12103916-75982730
172.28.113.79,16,8,"2688,,730",12103916-75982731
172.28.113.79,17,1,"2688,,730",12103926-75982828
172.28.113.79,17,2,"2688,,730",12103926-75982829
172.28.113.79,17,3,"2688,,730",12103926-75982830
172.28.113.79,17,4,"2688,,730",12103926-75982831
172.28.113.79,17,5,"2688,,730",12103926-75982832
172.28.113.79,17,6,"2688,,730",12103926-75982833
172.28.113.79,17,7,"2688,,730",12103926-75982834
172.28.113.79,17,8,"2688,,730",12103926-75982835
172.28.113.80,2,1,"2689,,746",12103697-75981306
172.28.113.80,2,2,"2689,,746",12103697-75981307
172.28.113.80,2,3,"2689,,746",12103697-75981308
172.28.113.80,2,4,"2689,,746",12103697-75981309
172.28.113.80,2,5,"2689,,746",12103697-75981310
172.28.113.80,2,6,"2689,,746",12103697-75981311
172.28.113.80,2,7,"2689,,746",12103697-75981312
172.28.113.80,2,8,"2689,,746",12103697-75981313
172.28.113.80,3,1,"2689,,746",12103715-75981435
172.28.113.80,3,2,"2689,,746",12103715-75981436
172.28.113.80,3,3,"2689,,746",12103715-75981437
172.28.113.80,3,4,"2689,,746",12103715-75981438
172.28.113.80,3,5,"2689,,746",12103715-75981439
172.28.113.80,3,6,"2689,,746",12103715-75981440
172.28.113.80,3,7,"2689,,746",12103715-75981441
172.28.113.80,3,8,"2689,,746",12103715-75981442
172.28.113.80,4,1,"2689,,746",12103732-75981563
172.28.113.80,4,2,"2689,,746",12103732-75981564
172.28.113.80,4,3,"2689,,746",12103732-75981565
172.28.113.80,4,4,"2689,,746",12103732-75981566
172.28.113.80,4,5,"2689,,746",12103732-75981567
172.28.113.80,4,6,"2689,,746",12103732-75981568
172.28.113.80,4,7,"2689,,746",12103732-75981569
172.28.113.80,4,8,"2689,,746",12103732-75981570
172.28.113.80,5,1,"2689,,746",12103758-75981793
172.28.113.80,5,2,"2689,,746",12103758-75981794
172.28.113.80,5,3,"2689,,746",12103758-75981795
172.28.113.80,5,4,"2689,,746",12103758-75981796
172.28.113.80,5,5,"2689,,746",12103758-75981797
172.28.113.80,5,6,"2689,,746",12103758-75981798
172.28.113.80,5,7,"2689,,746",12103758-75981799
172.28.113.80,5,8,"2689,,746",12103758-75981800
172.28.113.80,6,1,"2689,,746",12103778-75981887
172.28.113.80,6,2,"2689,,746",12103778-75981888
172.28.113.80,6,3,"2689,,746",12103778-75981890
172.28.113.80,6,4,"2689,,746",12103778-75981892
172.28.113.80,6,5,"2689,,746",12103778-75981894
172.28.113.80,6,6,"2689,,746",12103778-75981896
172.28.113.80,6,7,"2689,,746",12103778-75981899
172.28.113.80,6,8,"2689,,746",12103778-75981900
172.28.113.80,7,1,"2689,,746",12103796-75981969
172.28.113.80,7,2,"2689,,746",12103796-75981970
172.28.113.80,7,3,"2689,,746",12103796-75981971
172.28.113.80,7,4,"2689,,746",12103796-75981972
172.28.113.80,7,5,"2689,,746",12103796-75981973
172.28.113.80,7,6,"2689,,746",12103796-75981974
172.28.113.80,7,7,"2689,,746",12103796-75981976
172.28.113.80,7,8,"2689,,746",12103796-75981978
172.28.113.80,8,1,"2689,,746",12103813-75982062
172.28.113.80,8,2,"2689,,746",12103813-75982065
172.28.113.80,8,3,"2689,,746",12103813-75982067
172.28.113.80,8,4,"2689,,746",12103813-75982069
172.28.113.80,8,5,"2689,,746",12103813-75982071
172.28.113.80,8,6,"2689,,746",12103813-75982073
172.28.113.80,8,7,"2689,,746",12103813-75982075
172.28.113.80,8,8,"2689,,746",12103813-75982076
172.28.113.80,9,1,"2689,,746",12103828-75982225
172.28.113.80,9,2,"2689,,746",12103828-75982226
172.28.113.80,9,3,"2689,,746",12103828-75982227
172.28.113.80,9,4,"2689,,746",12103828-75982228
172.28.113.80,9,5,"2689,,746",12103828-75982229
172.28.113.80,9,6,"2689,,746",12103828-75982230
172.28.113.80,9,7,"2689,,746",12103828-75982231
172.28.113.80,9,8,"2689,,746",12103828-75982232
172.28.113.80,12,1,"2689,,746",12103867-75982341
172.28.113.80,12,2,"2689,,746",12103867-75982343
172.28.113.80,12,3,"2689,,746",12103867-75982345
172.28.113.80,12,4,"2689,,746",12103867-75982347
172.28.113.80,12,5,"2689,,746",12103867-75982348
172.28.113.80,12,6,"2689,,746",12103867-75982349
172.28.113.80,12,7,"2689,,746",12103867-75982350
172.28.113.80,12,8,"2689,,746",12103867-75982351
172.28.113.80,13,1,"2689,,746",12103879-75982432
172.28.113.80,13,2,"2689,,746",12103879-75982433
172.28.113.80,13,3,"2689,,746",12103879-75982434
172.28.113.80,13,4,"2689,,746",12103879-75982435
172.28.113.80,13,5,"2689,,746",12103879-75982436
172.28.113.80,13,6,"2689,,746",12103879-75982437
172.28.113.80,13,7,"2689,,746",12103879-75982438
172.28.113.80,13,8,"2689,,746",12103879-75982439
172.28.113.80,14,1,"2689,,746",12103892-75982532
172.28.113.80,14,2,"2689,,746",12103892-75982533
172.28.113.80,14,3,"2689,,746",12103892-75982535
172.28.113.80,14,4,"2689,,746",12103892-75982537
172.28.113.80,14,5,"2689,,746",12103892-75982540
172.28.113.80,14,6,"2689,,746",12103892-75982542
172.28.113.80,14,7,"2689,,746",12103892-75982545
172.28.113.80,14,8,"2689,,746",12103892-75982547
172.28.113.80,15,1,"2689,,746",12103904-75982605
172.28.113.80,15,2,"2689,,746",12103904-75982607
172.28.113.80,15,3,"2689,,746",12103904-75982608
172.28.113.80,15,4,"2689,,746",12103904-75982610
172.28.113.80,15,5,"2689,,746",12103904-75982613
172.28.113.80,15,6,"2689,,746",12103904-75982615
172.28.113.80,15,7,"2689,,746",12103904-75982619
172.28.113.80,15,8,"2689,,746",12103904-75982623
172.28.113.80,16,1,"2689,,746",12103915-75982708
172.28.113.80,16,2,"2689,,746",12103915-75982709
172.28.113.80,16,3,"2689,,746",12103915-75982710
172.28.113.80,16,4,"2689,,746",12103915-75982711
172.28.113.80,16,5,"2689,,746",12103915-75982712
172.28.113.80,16,6,"2689,,746",12103915-75982713
172.28.113.80,16,7,"2689,,746",12103915-75982714
172.28.113.80,16,8,"2689,,746",12103915-75982715
172.28.113.80,17,1,"2689,,746",12103924-75982817
172.28.113.80,17,2,"2689,,746",12103924-75982819
172.28.113.80,17,3,"2689,,746",12103924-75982821
172.28.113.80,17,4,"2689,,746",12103924-75982823
172.28.113.80,17,5,"2689,,746",12103924-75982824
172.28.113.80,17,6,"2689,,746",12103924-75982825
172.28.113.80,17,7,"2689,,746",12103924-75982826
172.28.113.80,17,8,"2689,,746",12103924-75982827
172.28.113.81,2,1,"2690,,763",12103157-75978602
172.28.113.81,2,2,"2690,,763",12103157-75978605
172.28.113.81,2,3,"2690,,763",12103157-75978606
172.28.113.81,2,4,"2690,,763",12103157-75978610
172.28.113.81,2,5,"2690,,763",12103157-75978613
172.28.113.81,2,6,"2690,,763",12103157-75978614
172.28.113.81,2,7,"2690,,763",12103157-75978616
172.28.113.81,2,8,"2690,,763",12103157-75978619
172.28.113.81,3,1,"2690,,763",12103183-75978725
172.28.113.81,3,2,"2690,,763",12103183-75978726
172.28.113.81,3,3,"2690,,763",12103183-75978727
172.28.113.81,3,4,"2690,,763",12103183-75978728
172.28.113.81,3,5,"2690,,763",12103183-75978729
172.28.113.81,3,6,"2690,,763",12103183-75978730
172.28.113.81,3,7,"2690,,763",12103183-75978731
172.28.113.81,3,8,"2690,,763",12103183-75978732
172.28.113.81,4,1,"2690,,763",12103202-75978831
172.28.113.81,4,2,"2690,,763",12103202-75978833
172.28.113.81,4,3,"2690,,763",12103202-75978834
172.28.113.81,4,4,"2690,,763",12103202-75978835
172.28.113.81,4,5,"2690,,763",12103202-75978836
172.28.113.81,4,6,"2690,,763",12103202-75978837
172.28.113.81,4,7,"2690,,763",12103202-75978839
172.28.113.81,4,8,"2690,,763",12103202-75978840
172.28.113.81,5,1,"2690,,763",12103216-75978905
172.28.113.81,5,2,"2690,,763",12103216-75978906
172.28.113.81,5,3,"2690,,763",12103216-75978907
172.28.113.81,5,4,"2690,,763",12103216-75978908
172.28.113.81,5,5,"2690,,763",12103216-75978909
172.28.113.81,5,6,"2690,,763",12103216-75978910
172.28.113.81,5,7,"2690,,763",12103216-75978912
172.28.113.81,5,8,"2690,,763",12103216-75978915
172.28.113.81,6,1,"2690,,763",12103233-75979020
172.28.113.81,6,2,"2690,,763",12103233-75979022
172.28.113.81,6,3,"2690,,763",12103233-75979025
172.28.113.81,6,4,"2690,,763",12103233-75979027
172.28.113.81,6,5,"2690,,763",12103233-75979030
172.28.113.81,6,6,"2690,,763",12103233-75979032
172.28.113.81,6,7,"2690,,763",12103233-75979034
172.28.113.81,6,8,"2690,,763",12103233-75979036
172.28.113.81,7,1,"2690,,763",12103253-75979150
172.28.113.81,7,2,"2690,,763",12103253-75979153
172.28.113.81,7,3,"2690,,763",12103253-75979155
172.28.113.81,7,4,"2690,,763",12103253-75979157
172.28.113.81,7,5,"2690,,763",12103253-75979159
172.28.113.81,7,6,"2690,,763",12103253-75979161
172.28.113.81,7,7,"2690,,763",12103253-75979163
172.28.113.81,7,8,"2690,,763",12103253-75979164
172.28.113.81,8,1,"2690,,763",12103269-75979245
172.28.113.81,8,2,"2690,,763",12103269-75979246
172.28.113.81,8,3,"2690,,763",12103269-75979247
172.28.113.81,8,4,"2690,,763",12103269-75979248
172.28.113.81,8,5,"2690,,763",12103269-75979249
172.28.113.81,8,6,"2690,,763",12103269-75979250
172.28.113.81,8,7,"2690,,763",12103269-75979251
172.28.113.81,8,8,"2690,,763",12103269-75979252
172.28.113.81,9,1,"2690,,763",12103287-75979298
172.28.113.81,9,2,"2690,,763",12103287-75979299
172.28.113.81,9,3,"2690,,763",12103287-75979300
172.28.113.81,9,4,"2690,,763",12103287-75979301
172.28.113.81,9,5,"2690,,763",12103287-75979302
172.28.113.81,9,6,"2690,,763",12103287-75979303
172.28.113.81,9,7,"2690,,763",12103287-75979304
172.28.113.81,9,8,"2690,,763",12103287-75979305
172.28.113.81,12,1,"2690,,763",12103323-75979449
172.28.113.81,12,2,"2690,,763",12103323-75979456
172.28.113.81,12,3,"2690,,763",12103323-75979457
172.28.113.81,12,4,"2690,,763",12103323-75979458
172.28.113.81,12,5,"2690,,763",12103323-75979459
172.28.113.81,12,6,"2690,,763",12103323-75979460
172.28.113.81,12,7,"2690,,763",12103323-75979461
172.28.113.81,12,8,"2690,,763",12103323-75979462
172.28.113.81,13,1,"2690,,763",12103337-75979539
172.28.113.81,13,2,"2690,,763",12103337-75979541
172.28.113.81,13,3,"2690,,763",12103337-75979543
172.28.113.81,13,4,"2690,,763",12103337-75979547
172.28.113.81,13,5,"2690,,763",12103337-75979550
172.28.113.81,13,6,"2690,,763",12103337-75979555
172.28.113.81,13,7,"2690,,763",12103337-75979556
172.28.113.81,13,8,"2690,,763",12103337-75979558
172.28.113.81,14,1,"2690,,763",12103348-75979635
172.28.113.81,14,2,"2690,,763",12103348-75979636
172.28.113.81,14,3,"2690,,763",12103348-75979637
172.28.113.81,14,4,"2690,,763",12103348-75979638
172.28.113.81,14,5,"2690,,763",12103348-75979639
172.28.113.81,14,6,"2690,,763",12103348-75979640
172.28.113.81,14,7,"2690,,763",12103348-75979641
172.28.113.81,14,8,"2690,,763",12103348-75979642
172.28.113.81,15,1,"2690,,763",12103360-75979707
172.28.113.81,15,2,"2690,,763",12103360-75979708
172.28.113.81,15,3,"2690,,763",12103360-75979709
172.28.113.81,15,4,"2690,,763",12103360-75979711
172.28.113.81,15,5,"2690,,763",12103360-75979713
172.28.113.81,15,6,"2690,,763",12103360-75979714
172.28.113.81,15,7,"2690,,763",12103360-75979716
172.28.113.81,15,8,"2690,,763",12103360-75979718
172.28.113.81,16,1,"2690,,763",12103371-75979827
172.28.113.81,16,2,"2690,,763",12103371-75979828
172.28.113.81,16,3,"2690,,763",12103371-75979829
172.28.113.81,16,4,"2690,,763",12103371-75979830
172.28.113.81,16,5,"2690,,763",12103371-75979831
172.28.113.81,16,6,"2690,,763",12103371-75979832
172.28.113.81,16,7,"2690,,763",12103371-75979833
172.28.113.81,16,8,"2690,,763",12103371-75979834
172.28.113.81,17,1,"2690,,763",12103382-75979875
172.28.113.81,17,2,"2690,,763",12103382-75979876
172.28.113.81,17,3,"2690,,763",12103382-75979877
172.28.113.81,17,4,"2690,,763",12103382-75979880
172.28.113.81,17,5,"2690,,763",12103382-75979883
172.28.113.81,17,6,"2690,,763",12103382-75979886
172.28.113.81,17,7,"2690,,763",12103382-75979889
172.28.113.81,17,8,"2690,,763",12103382-75979890
172.28.113.82,2,1,"2691,,780",12103405-75979966
172.28.113.82,2,2,"2691,,780",12103405-75979968
172.28.113.82,2,3,"2691,,780",12103405-75979969
172.28.113.82,2,4,"2691,,780",12103405-75979970
172.28.113.82,2,5,"2691,,780",12103405-75979975
172.28.113.82,2,6,"2691,,780",12103405-75979981
172.28.113.82,2,7,"2691,,780",12103405-75979987
172.28.113.82,2,8,"2691,,780",12103405-75979993
172.28.113.82,3,1,"2691,,780",12103416-75980035
172.28.113.82,3,2,"2691,,780",12103416-75980036
172.28.113.82,3,3,"2691,,780",12103416-75980037
172.28.113.82,3,4,"2691,,780",12103416-75980038
172.28.113.82,3,5,"2691,,780",12103416-75980039
172.28.113.82,3,6,"2691,,780",12103416-75980040
172.28.113.82,3,7,"2691,,780",12103416-75980041
172.28.113.82,3,8,"2691,,780",12103416-75980042
172.28.113.82,4,1,"2691,,780",12103422-75980063
172.28.113.82,4,2,"2691,,780",12103422-75980064
172.28.113.82,4,3,"2691,,780",12103422-75980066
172.28.113.82,4,4,"2691,,780",12103422-75980068
172.28.113.82,4,5,"2691,,780",12103422-75980070
172.28.113.82,4,6,"2691,,780",12103422-75980072
172.28.113.82,4,7,"2691,,780",12103422-75980073
172.28.113.82,4,8,"2691,,780",12103422-75980075
172.28.113.82,5,1,"2691,,780",12103427-75980099
172.28.113.82,5,2,"2691,,780",12103427-75980100
172.28.113.82,5,3,"2691,,780",12103427-75980101
172.28.113.82,5,4,"2691,,780",12103427-75980102
172.28.113.82,5,5,"2691,,780",12103427-75980103
172.28.113.82,5,6,"2691,,780",12103427-75980104
172.28.113.82,5,7,"2691,,780",12103427-75980105
172.28.113.82,5,8,"2691,,780",12103427-75980106
172.28.113.82,6,1,"2691,,780",12103434-75980139
172.28.113.82,6,2,"2691,,780",12103434-75980140
172.28.113.82,6,3,"2691,,780",12103434-75980141
172.28.113.82,6,4,"2691,,780",12103434-75980142
172.28.113.82,6,5,"2691,,780",12103434-75980143
172.28.113.82,6,6,"2691,,780",12103434-75980144
172.28.113.82,6,7,"2691,,780",12103434-75980145
172.28.113.82,6,8,"2691,,780",12103434-75980146
172.28.113.82,7,1,"2691,,780",12103440-75980171
172.28.113.82,7,2,"2691,,780",12103440-75980172
172.28.113.82,7,3,"2691,,780",12103440-75980173
172.28.113.82,7,4,"2691,,780",12103440-75980174
172.28.113.82,7,5,"2691,,780",12103440-75980175
172.28.113.82,7,6,"2691,,780",12103440-75980177
172.28.113.82,7,7,"2691,,780",12103440-75980179
172.28.113.82,7,8,"2691,,780",12103440-75980182
172.28.113.82,8,1,"2691,,780",12103445-75980228
172.28.113.82,8,2,"2691,,780",12103445-75980229
172.28.113.82,8,3,"2691,,780",12103445-75980230
172.28.113.82,8,4,"2691,,780",12103445-75980231
172.28.113.82,8,5,"2691,,780",12103445-75980232
172.28.113.82,8,6,"2691,,780",12103445-75980233
172.28.113.82,8,7,"2691,,780",12103445-75980234
172.28.113.82,8,8,"2691,,780",12103445-75980235
